0.345	0.715	-0.00890249
0.345	0.725	-0.00700318
0.345	0.735	-0.00572412
0.345	0.745	-0.00508062
0.345	0.755	-0.00508062
0.345	0.765	-0.00572412
0.345	0.775	-0.00700318
0.345	0.785	-0.00890249
0.355	0.685	-0.00890249
0.355	0.695	-0.00508062
0.355	0.705	-0.00182226
0.355	0.715	0.000835661
0.355	0.725	0.00286061
0.355	0.735	0.0042262
0.355	0.745	0.00491382
0.355	0.755	0.00491382
0.355	0.765	0.0042262
0.355	0.775	0.00286061
0.355	0.785	0.000835661
0.355	0.795	-0.00182226
0.355	0.805	-0.00508062
0.355	0.815	-0.00890249
0.365	0.675	-0.00443445
0.365	0.685	0.000166759
0.365	0.695	0.0042262
0.365	0.705	0.00769751
0.365	0.795	0.00769751
0.365	0.805	0.0042262
0.365	0.815	0.000166759
0.365	0.825	-0.00443445
0.375	0.655	-0.00700318
0.375	0.665	-0.00116216
0.375	0.675	0.0042262
0.375	0.825	0.0042262
0.375	0.835	-0.00116216
0.375	0.845	-0.00700318
0.385	0.645	-0.00572412
0.385	0.655	0.000835661
0.385	0.665	0.0069965
0.385	0.835	0.0069965
0.385	0.845	0.000835661
0.385	0.855	-0.00572412
0.395	0.635	-0.00572412
0.395	0.645	0.00150758
0.395	0.855	0.00150758
0.395	0.865	-0.00572412
0.405	0.625	-0.00700318
0.405	0.635	0.000835661
0.405	0.865	0.000835661
0.405	0.875	-0.00700318
0.415	0.625	-0.00116216
0.415	0.635	0.0069965
0.415	0.865	0.0069965
0.415	0.875	-0.00116216
0.425	0.615	-0.00443445
0.425	0.625	0.0042262
0.425	0.875	0.0042262
0.425	0.885	-0.00443445
0.435	0.605	-0.00890249
0.435	0.615	0.000166759
0.435	0.885	0.000166759
0.435	0.895	-0.00890249
0.445	0.605	-0.00508062
0.445	0.615	0.0042262
0.445	0.885	0.0042262
0.445	0.895	-0.00508062
0.455	0.605	-0.00182226
0.455	0.615	0.00769751
0.455	0.885	0.00769751
0.455	0.895	-0.00182226
0.465	0.595	-0.00890249
0.465	0.605	0.000835661
0.465	0.615	0.01
0.465	0.625	0.01
0.465	0.635	0.01
0.465	0.645	0.01
0.465	0.655	0.01
0.465	0.665	0.01
0.465	0.675	0.01
0.465	0.685	0.01
0.465	0.695	0.01
0.465	0.705	0.01
0.465	0.715	0.01
0.465	0.725	0.01
0.465	0.735	0.01
0.465	0.745	0.01
0.465	0.755	0.01
0.465	0.765	0.01
0.465	0.775	0.01
0.465	0.785	0.01
0.465	0.795	0.01
0.465	0.805	0.01
0.465	0.815	0.01
0.465	0.825	0.01
0.465	0.835	0.01
0.465	0.845	0.01
0.465	0.895	0.000835661
0.465	0.905	-0.00890249
0.475	0.605	-5.55112e-17
0.475	0.615	-5.55112e-17
0.475	0.625	-5.55112e-17
0.475	0.635	-5.55112e-17
0.475	0.645	-5.55112e-17
0.475	0.655	-5.55112e-17
0.475	0.665	-5.55112e-17
0.475	0.675	-5.55112e-17
0.475	0.685	-5.55112e-17
0.475	0.695	-5.55112e-17
0.475	0.705	-5.55112e-17
0.475	0.715	-5.55112e-17
0.475	0.725	-5.55112e-17
0.475	0.735	-5.55112e-17
0.475	0.745	-5.55112e-17
0.475	0.755	-5.55112e-17
0.475	0.765	-5.55112e-17
0.475	0.775	-5.55112e-17
0.475	0.785	-5.55112e-17
0.475	0.795	-5.55112e-17
0.475	0.805	-5.55112e-17
0.475	0.815	-5.55112e-17
0.475	0.825	-5.55112e-17
0.475	0.835	-5.55112e-17
0.475	0.845	-5.55112e-17
0.475	0.855	0.005
0.475	0.895	0.00286061
0.475	0.905	-0.00700318
0.485	0.845	-0.005
0.485	0.855	0.005
0.485	0.895	0.0042262
0.485	0.905	-0.00572412
0.495	0.845	-0.005
0.495	0.855	0.005
0.495	0.895	0.00491382
0.495	0.905	-0.00508062
0.505	0.845	-0.005
0.505	0.855	0.005
0.505	0.895	0.00491382
0.505	0.905	-0.00508062
0.515	0.605	-0.01
0.515	0.615	-0.01
0.515	0.625	-0.01
0.515	0.635	-0.01
0.515	0.645	-0.01
0.515	0.655	-0.01
0.515	0.665	-0.01
0.515	0.675	-0.01
0.515	0.685	-0.01
0.515	0.695	-0.01
0.515	0.705	-0.01
0.515	0.715	-0.01
0.515	0.725	-0.01
0.515	0.735	-0.01
0.515	0.745	-0.01
0.515	0.755	-0.01
0.515	0.765	-0.01
0.515	0.775	-0.01
0.515	0.785	-0.01
0.515	0.795	-0.01
0.515	0.805	-0.01
0.515	0.815	-0.01
0.515	0.825	-0.01
0.515	0.835	-0.01
0.515	0.845	-0.005
0.515	0.855	0.005
0.515	0.895	0.0042262
0.515	0.905	-0.00572412
0.525	0.595	-0.00709801
0.525	0.605	0
0.525	0.615	0
0.525	0.625	0
0.525	0.635	0
0.525	0.645	0
0.525	0.655	0
0.525	0.665	0
0.525	0.675	0
0.525	0.685	0
0.525	0.695	0
0.525	0.705	0
0.525	0.715	0
0.525	0.725	0
0.525	0.735	0
0.525	0.745	0
0.525	0.755	0
0.525	0.765	0
0.525	0.775	0
0.525	0.785	0
0.525	0.795	0
0.525	0.805	0
0.525	0.815	0
0.525	0.825	0
0.525	0.835	0
0.525	0.845	0
0.525	0.855	0.005
0.525	0.895	0.00286061
0.525	0.905	-0.00700318
0.535	0.595	-0.00890249
0.535	0.605	0.000835661
0.535	0.615	0.01
0.535	0.625	0.01
0.535	0.635	0.01
0.535	0.645	0.01
0.535	0.655	0.01
0.535	0.665	0.01
0.535	0.675	0.01
0.535	0.685	0.01
0.535	0.695	0.01
0.535	0.705	0.01
0.535	0.715	0.01
0.535	0.725	0.01
0.535	0.735	0.01
0.535	0.745	0.01
0.535	0.755	0.01
0.535	0.765	0.01
0.535	0.775	0.01
0.535	0.785	0.01
0.535	0.795	0.01
0.535	0.805	0.01
0.535	0.815	0.01
0.535	0.825	0.01
0.535	0.835	0.01
0.535	0.845	0.01
0.535	0.895	0.000835661
0.535	0.905	-0.00890249
0.545	0.605	-0.00182226
0.545	0.615	0.00769751
0.545	0.885	0.00769751
0.545	0.895	-0.00182226
0.555	0.605	-0.00508062
0.555	0.615	0.0042262
0.555	0.885	0.0042262
0.555	0.895	-0.00508062
0.565	0.605	-0.00890249
0.565	0.615	0.000166759
0.565	0.885	0.000166759
0.565	0.895	-0.00890249
0.575	0.615	-0.00443445
0.575	0.625	0.0042262
0.575	0.875	0.0042262
0.575	0.885	-0.00443445
0.585	0.625	-0.00116216
0.585	0.635	0.0069965
0.585	0.865	0.0069965
0.585	0.875	-0.00116216
0.595	0.625	-0.00700318
0.595	0.635	0.000835661
0.595	0.865	0.000835661
0.595	0.875	-0.00700318
0.605	0.635	-0.00572412
0.605	0.645	0.00150758
0.605	0.855	0.00150758
0.605	0.865	-0.00572412
0.615	0.645	-0.00572412
0.615	0.655	0.000835661
0.615	0.665	0.0069965
0.615	0.835	0.0069965
0.615	0.845	0.000835661
0.615	0.855	-0.00572412
0.625	0.655	-0.00700318
